Ivan,1006697482,/sum 123 675
Ivan,1006697482,/hi
Ivan,1006697482,/time
Ivan,1006697482,/help
Ivan,1006697482,/help
Ivan,1006697482,/hi
Ivan,1006697482,/time
Ivan,1006697482,/hi
Ivan,1006697482,/help
Ivan,1006697482,/time
Ivan,1006697482,/help
Ivan,1006697482,/time
Ivan,1006697482,/hi
Ivan,1006697482,/hi
Ivan,1006697482,/hi
Ivan,1006697482,/hi
Ivan,1006697482,/hi
Ivan,1006697482,/time
Ivan,1006697482,/time
Ivan,1006697482,/hi
Ivan,1006697482,/hi
Ivan,1006697482,/time
Ivan,1006697482,/help
Ivan,1006697482,/hi
Ivan,1006697482,/time
